,run_id,N,p,k,num_edges,edge_list,num_solutions_m,compiler_success,error_message,compilation_time,time_xag_optimize,time_xag_synthesis,time_parity_decomp,time_linear_resynth,oracle_num_qubits,oracle_depth,oracle_size,oracle_cx_count,oracle_1q_count
95,96,4,0.3,2,4,"[0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0]",5,True,None,1.3473680019378662,0.0022144317626953125,2.4318695068359375e-05,5.4836273193359375e-06,1.33514404296875e-05,7,40,50,25,25
96,97,4,0.3,2,1,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,True,None,1.9453668594360352,0.003307819366455078,2.5033950805664062e-05,6.198883056640625e-06,3.0994415283203125e-06,7,13,33,8,25
97,98,4,0.3,2,2,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0]",2,True,None,1.4891066551208496,0.002110004425048828,2.0742416381835938e-05,5.9604644775390625e-06,7.867813110351562e-06,6,13,21,6,15
98,99,4,0.3,2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,True,None,1.4508657455444336,0.0026929378509521484,2.8371810913085938e-05,6.67572021484375e-06,1.430511474609375e-05,13,60,145,48,97
99,100,4,0.3,2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,True,None,1.6256370544433594,0.002959012985229492,3.147125244140625e-05,7.62939453125e-06,1.5020370483398438e-05,13,60,145,48,97
100,101,4,0.4,2,4,"[0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0]",5,True,None,1.3656320571899414,0.0032918453216552734,2.6941299438476562e-05,6.4373016357421875e-06,2.1219253540039062e-05,7,40,57,27,30
101,102,4,0.4,2,4,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",5,True,None,1.509516716003418,0.003131866455078125,2.288818359375e-05,5.7220458984375e-06,1.2636184692382812e-05,7,40,52,27,25
102,103,4,0.4,2,3,"[0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0]",3,True,None,1.4446802139282227,0.0019791126251220703,2.1696090698242188e-05,5.4836273193359375e-06,1.1205673217773438e-05,7,25,34,17,17
103,104,4,0.4,2,3,"[0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",3,True,None,1.752061367034912,0.0021736621856689453,2.2172927856445312e-05,6.198883056640625e-06,1.0251998901367188e-05,7,22,33,12,21
104,105,4,0.4,2,1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",1,True,None,1.5906224250793457,0.0032804012298583984,2.1457672119140625e-05,5.0067901611328125e-06,3.337860107421875e-06,7,12,33,8,25
105,106,4,0.4,2,3,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0]",3,True,None,1.9049921035766602,0.002000093460083008,2.1219253540039062e-05,5.7220458984375e-06,9.775161743164062e-06,7,24,37,12,25
106,107,4,0.4,2,2,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2,True,None,1.506525993347168,0.0021004676818847656,2.1219253540039062e-05,5.0067901611328125e-06,8.106231689453125e-06,6,12,19,6,13
107,108,4,0.4,2,4,"[0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0]",5,True,None,1.7054364681243896,0.0023450851440429688,2.5272369384765625e-05,5.4836273193359375e-06,1.7881393432617188e-05,7,45,59,29,30
108,109,4,0.4,2,3,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]",3,True,None,1.6857202053070068,0.0019252300262451172,2.0742416381835938e-05,5.9604644775390625e-06,9.775161743164062e-06,7,23,37,12,25
109,110,4,0.4,2,2,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]",2,True,None,1.4238033294677734,0.0020093917846679688,2.1696090698242188e-05,5.4836273193359375e-06,1.1444091796875e-05,6,13,21,6,15
110,111,4,0.5,2,3,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0]",3,True,None,1.415982961654663,0.0020041465759277344,2.0265579223632812e-05,5.7220458984375e-06,1.1920928955078125e-05,7,24,37,12,25
111,112,4,0.5,2,3,"[0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0]",3,True,None,1.5564472675323486,0.0019729137420654297,2.1696090698242188e-05,5.245208740234375e-06,1.3828277587890625e-05,7,25,34,17,17
